"alice" "great_expectations"
"astonishing" 0 0.00319575603598421
"attendance" 0 0.00319575603598421
"avoiding" 0 0.00319575603598421
"awakened" 0 0.00319575603598421
"bald" 0 0.00319575603598421
"banks" 0.00367674093683359 0.00266313002998684
"basin" 0 0.00319575603598421
"beheld" 0 0.00319575603598421
"belonged" 0 0.00319575603598421
"bench" 0 0.00319575603598421
"bills" 0 0.00319575603598421
"blank" 0 0.00319575603598421
"blowing" 0 0.00319575603598421
"bottles" 0 0.00319575603598421
"brambles" 0 0.00319575603598421
"brandley" 0 0.00319575603598421
"bread-and-butter" 0.0220604456210015 0
"breathed" 0 0.00319575603598421
"bride" 0 0.00319575603598421
"brooding" 0 0.00319575603598421
"bruised" 0 0.00319575603598421
"busily" 0.0147069637473344 0.00106525201199474
"buttons" 0.00367674093683359 0.00266313002998684
"cannon" 0 0.00319575603598421
"career" 0 0.00319575603598421
"carriage" 0 0.00319575603598421
"cases" 0 0.00319575603598421
"celebrated" 0 0.00319575603598421
"ceremony" 0 0.00319575603598421
"chamber" 0 0.00319575603598421
"charged" 0 0.00319575603598421
"chief" 0.00367674093683359 0.00266313002998684
"choked" 0.0110302228105008 0.00159787801799211
"clasped" 0.00367674093683359 0.00266313002998684
"clearing" 0 0.00319575603598421
"closely" 0.00367674093683359 0.00266313002998684
"cloud" 0 0.00319575603598421
"clutched" 0 0.00319575603598421
"coffee-house" 0 0.00319575603598421
"coiler" 0 0.00319575603598421
"collected" 0.00735348187366718 0.00213050402398948
"colonel" 0 0.00319575603598421
"color" 0 0.00319575603598421
"commit" 0 0.00319575603598421
"compassion" 0 0.00319575603598421
"complexion" 0 0.00319575603598421
"concluded" 0.00735348187366718 0.00213050402398948
"conclusion" 0.00735348187366718 0.00213050402398948
"conducted" 0 0.00319575603598421
"conference" 0 0.00319575603598421
"confessed" 0 0.00319575603598421
"confidential" 0 0.00319575603598421
"confounded" 0 0.00319575603598421
"contemplation" 0 0.00319575603598421
"content" 0.00367674093683359 0.00266313002998684
"cooling" 0 0.00319575603598421
"corners" 0.00367674093683359 0.00266313002998684
"counting-house" 0 0.00319575603598421
"couple" 0.00367674093683359 0.00266313002998684
"cover" 0 0.00319575603598421
"croquet" 0.0220604456210015 0
"crutch" 0 0.00319575603598421
"cup" 0.00735348187366718 0.00213050402398948
"daily" 0 0.00319575603598421
"dancing" 0.00735348187366718 0.00213050402398948
"dared" 0 0.00319575603598421
"dealt" 0 0.00319575603598421
"debts" 0 0.00319575603598421
"declared" 0.00367674093683359 0.00266313002998684
"decline" 0 0.00319575603598421
"declined" 0 0.00319575603598421
"deemed" 0 0.00319575603598421
"deeper" 0 0.00319575603598421
"deserted" 0 0.00319575603598421
"deserved" 0.00367674093683359 0.00266313002998684
"destination" 0 0.00319575603598421
"devoted" 0 0.00319575603598421
"dint" 0 0.00319575603598421
"dipped" 0.00735348187366718 0.00213050402398948
"direct" 0 0.00319575603598421
"discussed" 0 0.00319575603598421
"dissatisfied" 0 0.00319575603598421
"dozed" 0 0.00319575603598421
"drawbridge" 0 0.00319575603598421
"dreams" 0 0.00319575603598421
"dreary" 0 0.00319575603598421
"dressing" 0 0.00319575603598421
"dried" 0.00367674093683359 0.00266313002998684
"drifting" 0 0.00319575603598421
"dusty" 0 0.00319575603598421
"e" 0.0220604456210015 0
"earnestly" 0.00735348187366718 0.00213050402398948
"encouraged" 0.00367674093683359 0.00266313002998684
"enjoying" 0 0.00319575603598421
"enter" 0 0.00319575603598421
"events" 0 0.00319575603598421
"example" 0 0.00319575603598421
"excited" 0 0.00319575603598421
"extinguished" 0 0.00319575603598421
"fail" 0 0.00319575603598421
"fastened" 0 0.00319575603598421
"favored" 0 0.00319575603598421
"fearful" 0 0.00319575603598421
"feast" 0 0.00319575603598421
"feature" 0 0.00319575603598421
"figures" 0.00367674093683359 0.00266313002998684
"finch" 0 0.00319575603598421
"finches" 0 0.00319575603598421
"flavor" 0 0.00319575603598421
"flight" 0 0.00319575603598421
"flung" 0.00367674093683359 0.00266313002998684
"folding" 0.00367674093683359 0.00266313002998684
"fool" 0 0.00319575603598421
"foolish" 0.00367674093683359 0.00266313002998684
"footstep" 0 0.00319575603598421
"forgiving" 0 0.00319575603598421
"fortun" 0 0.00319575603598421
"founder" 0 0.00319575603598421
"fowls" 0 0.00319575603598421
"french" 0.0147069637473344 0.00106525201199474
"fruit" 0 0.00319575603598421
"fugitive" 0 0.00319575603598421
"fury" 0.0110302228105008 0.00159787801799211
"future" 0 0.00319575603598421
"gay" 0.00367674093683359 0.00266313002998684
"george" 0 0.00319575603598421
"gives" 0 0.00319575603598421
"glittering" 0 0.00319575603598421
"goodness" 0 0.00319575603598421
"grace" 0 0.00319575603598421
"grain" 0 0.00319575603598421
"grandpapa" 0 0.00319575603598421
"gratitude" 0 0.00319575603598421
"great-coat" 0 0.00319575603598421
"group" 0 0.00319575603598421
"guess" 0.0110302228105008 0.00159787801799211
"guineas" 0 0.00319575603598421
"half-holiday" 0 0.00319575603598421
"hammered" 0 0.00319575603598421
"hate" 0.00735348187366718 0.00213050402398948
"hide" 0.00367674093683359 0.00266313002998684
"hoarse" 0.0110302228105008 0.00159787801799211
"hotel" 0 0.00319575603598421
"hurriedly" 0.00735348187366718 0.00213050402398948
"idle" 0 0.00319575603598421
"ignorance" 0 0.00319575603598421
"immense" 0.00367674093683359 0.00266313002998684
"immensely" 0 0.00319575603598421
"impatience" 0 0.00319575603598421
"importance" 0 0.00319575603598421
"impostor" 0 0.00319575603598421
"increasing" 0 0.00319575603598421
"infant" 0 0.00319575603598421
"insisted" 0 0.00319575603598421
"intelligence" 0 0.00319575603598421
"interested" 0 0.00319575603598421
"intervals" 0 0.00319575603598421
"invitation" 0.00735348187366718 0.00213050402398948
"jackknife" 0 0.00319575603598421
"jewels" 0 0.00319575603598421
"journeyman" 0 0.00319575603598421
"judged" 0 0.00319575603598421
"keenly" 0 0.00319575603598421
"keeper" 0 0.00319575603598421
"kinds" 0 0.00319575603598421
"knock" 0.00367674093683359 0.00266313002998684
"lend" 0 0.00319575603598421
"lesson" 0.00367674093683359 0.00266313002998684
"lest" 0.00367674093683359 0.00266313002998684
"liberal" 0 0.00319575603598421
"lighting" 0 0.00319575603598421
"limekiln" 0 0.00319575603598421
"list" 0.0110302228105008 0.00159787801799211
"lizard" 0.0220604456210015 0
"looking-glass" 0.00367674093683359 0.00266313002998684
"managed" 0.0147069637473344 0.00106525201199474
"market" 0 0.00319575603598421
"marks" 0 0.00319575603598421
"massive" 0 0.00319575603598421
"mechanical" 0 0.00319575603598421
"mercy" 0 0.00319575603598421
"mixed" 0.00735348187366718 0.00213050402398948
"moderate" 0.00367674093683359 0.00266313002998684
"mortal" 0 0.00319575603598421
"mourning" 0 0.00319575603598421
"mouths" 0.0147069637473344 0.00106525201199474
"move" 0.0110302228105008 0.00159787801799211
"muskets" 0 0.00319575603598421
"mustn" 0 0.00319575603598421
"muttered" 0.00735348187366718 0.00213050402398948
"mystery" 0.00735348187366718 0.00213050402398948
"narrative" 0 0.00319575603598421
"nearest" 0 0.00319575603598421
"neatly" 0.00735348187366718 0.00213050402398948
"newspapers" 0.00367674093683359 0.00266313002998684
"observe" 0 0.00319575603598421
"openly" 0 0.00319575603598421
"overhead" 0.00367674093683359 0.00266313002998684
"owe" 0 0.00319575603598421
"passages" 0 0.00319575603598421
"pigeons" 0 0.00319575603598421
"placid" 0 0.00319575603598421
"plans" 0 0.00319575603598421
"portmanteau" 0 0.00319575603598421
"pot" 0 0.00319575603598421
"powder" 0 0.00319575603598421
"pressure" 0 0.00319575603598421
"previous" 0 0.00319575603598421
"prison-ship" 0 0.00319575603598421
"proceeded" 0 0.00319575603598421
"proceeding" 0 0.00319575603598421
"proceedings" 0 0.00319575603598421
"prolonged" 0 0.00319575603598421
"pronounced" 0.00367674093683359 0.00266313002998684
"proper" 0.0110302228105008 0.00159787801799211
"proposal" 0.00367674093683359 0.00266313002998684
"proposed" 0 0.00319575603598421
"punch" 0 0.00319575603598421
"pursuit" 0 0.00319575603598421
"raising" 0.00367674093683359 0.00266313002998684
"rampage" 0 0.00319575603598421
"rank" 0 0.00319575603598421
"raw" 0.00367674093683359 0.00266313002998684
"rays" 0 0.00319575603598421
"reappeared" 0 0.00319575603598421
"recall" 0 0.00319575603598421
"receipt" 0 0.00319575603598421
"recommendation" 0 0.00319575603598421
"refreshment" 0 0.00319575603598421
"relieve" 0 0.00319575603598421
"relieved" 0.00367674093683359 0.00266313002998684
"remarks" 0.0110302228105008 0.00159787801799211
"resolution" 0 0.00319575603598421
"responsible" 0 0.00319575603598421
"resting" 0.00735348187366718 0.00213050402398948
"rob" 0 0.00319575603598421
"ruined" 0 0.00319575603598421
"rules" 0.0110302228105008 0.00159787801799211
"rushed" 0.00367674093683359 0.00266313002998684
"rushing" 0 0.00319575603598421
"rusty" 0 0.00319575603598421
"salt" 0.00735348187366718 0.00213050402398948
"sausage" 0 0.00319575603598421
"scale" 0.00367674093683359 0.00266313002998684
"scented" 0 0.00319575603598421
"scheme" 0 0.00319575603598421
"scholar" 0 0.00319575603598421
"seldom" 0.00367674093683359 0.00266313002998684
"sending" 0.00735348187366718 0.00213050402398948
"sentiment" 0 0.00319575603598421
"separation" 0 0.00319575603598421
"seriously" 0.00367674093683359 0.00266313002998684
"services" 0 0.00319575603598421
"shaped" 0.00735348187366718 0.00213050402398948
"share" 0.00367674093683359 0.00266313002998684
"shed" 0 0.00319575603598421
"sherry" 0 0.00319575603598421
"ship" 0 0.00319575603598421
"shipping" 0 0.00319575603598421
"shoot" 0 0.00319575603598421
"shriek" 0.018383704684168 0.000532626005997369
"shutting" 0.00735348187366718 0.00213050402398948
"silver" 0 0.00319575603598421
"singing" 0.00735348187366718 0.00213050402398948
"skin" 0 0.00319575603598421
"slice" 0 0.00319575603598421
"sluice-house" 0 0.00319575603598421
"smallest" 0.00735348187366718 0.00213050402398948
"smart" 0 0.00319575603598421
"smelt" 0 0.00319575603598421
"sneezing" 0.0220604456210015 0
"soap" 0 0.00319575603598421
"sorrowful" 0.00735348187366718 0.00213050402398948
"spoon" 0.00735348187366718 0.00213050402398948
"stammered" 0 0.00319575603598421
"startled" 0.00735348187366718 0.00213050402398948
"states" 0 0.00319575603598421
"stiff" 0.00367674093683359 0.00266313002998684
"stomach" 0 0.00319575603598421
"stretching" 0.00735348187366718 0.00213050402398948
"strictly" 0 0.00319575603598421
"strolled" 0 0.00319575603598421
"strongest" 0 0.00319575603598421
"subdued" 0.00367674093683359 0.00266313002998684
"subordinate" 0 0.00319575603598421
"sufficient" 0 0.00319575603598421
"sufficiently" 0 0.00319575603598421
"suggestion" 0 0.00319575603598421
"swallowed" 0.00367674093683359 0.00266313002998684
"swim" 0.018383704684168 0.000532626005997369
"sympathy" 0 0.00319575603598421
"teapot" 0.00367674093683359 0.00266313002998684
"tendency" 0 0.00319575603598421
"term" 0 0.00319575603598421
"tilted" 0 0.00319575603598421
"torn" 0 0.00319575603598421
"tossing" 0.0110302228105008 0.00159787801799211
"track" 0 0.00319575603598421
"tremendous" 0 0.00319575603598421
"turnpike" 0 0.00319575603598421
"tutor" 0 0.00319575603598421
"twist" 0.00735348187366718 0.00213050402398948
"uncertain" 0 0.00319575603598421
"unreasonable" 0 0.00319575603598421
"upper" 0 0.00319575603598421
"useful" 0.00735348187366718 0.00213050402398948
"vague" 0.00367674093683359 0.00266313002998684
"vapor" 0 0.00319575603598421
"veil" 0 0.00319575603598421
"velvet" 0.00367674093683359 0.00266313002998684
"verse" 0.0147069637473344 0.00106525201199474
"wash" 0.00735348187366718 0.00213050402398948
"watch-chain" 0 0.00319575603598421
"weight" 0 0.00319575603598421
"whimple" 0 0.00319575603598421
"whiskers" 0.0110302228105008 0.00159787801799211
"wiped" 0 0.00319575603598421
"wishes" 0 0.00319575603598421
"wonderfully" 0 0.00319575603598421
"wounded" 0 0.00319575603598421
"wow" 0.0220604456210015 0
"wretch" 0 0.00319575603598421
"writes" 0 0.00319575603598421
"ye" 0.00367674093683359 0.00266313002998684
"aboard" 0 0.00266313002998684
"accept" 0 0.00266313002998684
"admire" 0 0.00266313002998684
"afresh" 0 0.00266313002998684
"aim" 0 0.00266313002998684
"alarm" 0.00735348187366718 0.00159787801799211
"alarming" 0 0.00266313002998684
"alphabet" 0 0.00266313002998684
"amount" 0 0.00266313002998684
"animals" 0.0147069637473344 0.000532626005997369
"appetite" 0 0.00266313002998684
"appointment" 0 0.00266313002998684
"apprehension" 0 0.00266313002998684
"approaching" 0 0.00266313002998684
"approve" 0 0.00266313002998684
"arches" 0.0147069637473344 0.000532626005997369
"arm-chair" 0.00367674093683359 0.00213050402398948
"aspect" 0 0.00266313002998684
"assembled" 0.00735348187366718 0.00159787801799211
"association" 0 0.00266313002998684
"assured" 0 0.00266313002998684
"backwards" 0 0.00266313002998684
"badly" 0 0.00266313002998684
"bags" 0 0.00266313002998684
"balance" 0 0.00266313002998684
"bandaged" 0 0.00266313002998684
"barnwell" 0 0.00266313002998684
"bedside" 0 0.00266313002998684
"bedstead" 0 0.00266313002998684
"belinda" 0 0.00266313002998684
"bellows" 0 0.00266313002998684
"bend" 0.00735348187366718 0.00159787801799211
"beneath" 0 0.00266313002998684
"bewildered" 0 0.00266313002998684
"binding" 0 0.00266313002998684
"bits" 0 0.00266313002998684
"blade" 0 0.00266313002998684
"blessed" 0 0.00266313002998684
"bonnet" 0 0.00266313002998684
"branch" 0.00367674093683359 0.00213050402398948
"branches" 0.00735348187366718 0.00159787801799211
"brass" 0.00367674093683359 0.00213050402398948
"breathe" 0.0110302228105008 0.00106525201199474
"bridges" 0 0.00266313002998684
"brilliant" 0 0.00266313002998684
"brooch" 0 0.00266313002998684
"brute" 0 0.00266313002998684
"burden" 0 0.00266313002998684
"calculated" 0 0.00266313002998684
"capable" 0 0.00266313002998684
"certainty" 0 0.00266313002998684
"cheapside" 0 0.00266313002998684
"choose" 0 0.00266313002998684
"chose" 0.00735348187366718 0.00159787801799211
"chosen" 0 0.00266313002998684
"clients" 0 0.00266313002998684
"coffee" 0 0.00266313002998684
"coffee-room" 0 0.00266313002998684
"combination" 0 0.00266313002998684
"communicate" 0 0.00266313002998684
"companions" 0 0.00266313002998684
"completed" 0 0.00266313002998684
"complied" 0 0.00266313002998684
"confess" 0 0.00266313002998684
"connection" 0 0.00266313002998684
"consequences" 0 0.00266313002998684
"consistent" 0 0.00266313002998684
"consolation" 0 0.00266313002998684
"constitutional" 0 0.00266313002998684
"corn" 0 0.00266313002998684
"cough" 0 0.00266313002998684
"cousin" 0 0.00266313002998684
"crept" 0.00367674093683359 0.00213050402398948
"curiously" 0 0.00266313002998684
"danced" 0 0.00266313002998684
"dangerous" 0 0.00266313002998684
"darker" 0 0.00266313002998684
"date" 0 0.00266313002998684
"deceased" 0 0.00266313002998684
"dejected" 0 0.00266313002998684
"delicacy" 0 0.00266313002998684
"depend" 0 0.00266313002998684
"design" 0 0.00266313002998684
"desperation" 0 0.00266313002998684
"details" 0 0.00266313002998684
"disfigured" 0 0.00266313002998684
"disgrace" 0 0.00266313002998684
"disguise" 0 0.00266313002998684
"doubtful" 0.00735348187366718 0.00159787801799211
"dreaded" 0 0.00266313002998684
"dressing-room" 0 0.00266313002998684
"driving" 0 0.00266313002998684
"drops" 0 0.00266313002998684
"drowned" 0.00367674093683359 0.00213050402398948
"dusk" 0 0.00266313002998684
"eaten" 0.00367674093683359 0.00213050402398948
"education" 0 0.00266313002998684
"efforts" 0 0.00266313002998684
"elbows" 0.00367674093683359 0.00213050402398948
"elegant" 0.00367674093683359 0.00213050402398948
"embrace" 0 0.00266313002998684
"emphasis" 0.00367674093683359 0.00213050402398948
"employer" 0 0.00266313002998684
"encounter" 0 0.00266313002998684
"encountered" 0 0.00266313002998684
"encourage" 0.00367674093683359 0.00213050402398948
"encouraging" 0.00735348187366718 0.00159787801799211
"ends" 0 0.00266313002998684
"endure" 0 0.00266313002998684
"enjoyment" 0 0.00266313002998684
"entertainment" 0 0.00266313002998684
"errand" 0 0.00266313002998684
"especially" 0 0.00266313002998684
"evenings" 0 0.00266313002998684
"examination" 0 0.00266313002998684
"examined" 0 0.00266313002998684
"exercise" 0 0.00266313002998684
"expressly" 0 0.00266313002998684
"extended" 0 0.00266313002998684
"extra" 0.00367674093683359 0.00213050402398948
"fashion" 0.00735348187366718 0.00159787801799211
"fate" 0 0.00266313002998684
"feathers" 0.00367674093683359 0.00213050402398948
"field" 0.00367674093683359 0.00213050402398948
"final" 0 0.00266313002998684
"finishing" 0.00367674093683359 0.00213050402398948
"fires" 0 0.00266313002998684
"five-and-twenty" 0 0.00266313002998684
"flag" 0 0.00266313002998684
"flamingo" 0.018383704684168 0
"flashed" 0.00367674093683359 0.00213050402398948
"follows" 0.0110302228105008 0.00106525201199474
"forwards" 0.00367674093683359 0.00213050402398948
"fountain" 0 0.00266313002998684
"fourth" 0.00367674093683359 0.00213050402398948
"france" 0.00367674093683359 0.00213050402398948
"fright" 0.00735348187366718 0.00159787801799211
"frightful" 0 0.00266313002998684
"fro" 0 0.00266313002998684
"funeral" 0 0.00266313002998684
"furious" 0.00367674093683359 0.00213050402398948
"gain" 0 0.00266313002998684
"glare" 0 0.00266313002998684
"gloomily" 0.00367674093683359 0.00213050402398948
"glowing" 0 0.00266313002998684
"government" 0 0.00266313002998684
"growling" 0.00367674093683359 0.00213050402398948
"growth" 0 0.00266313002998684
"guests" 0.0110302228105008 0.00106525201199474
"guns" 0 0.00266313002998684
"habits" 0 0.00266313002998684
"habitually" 0 0.00266313002998684
"half-brother" 0 0.00266313002998684
"hamburg" 0 0.00266313002998684
"handcuffs" 0 0.00266313002998684
"handwriting" 0.00367674093683359 0.00213050402398948
"happens" 0.018383704684168 0
"haste" 0.00367674093683359 0.00213050402398948
"health" 0 0.00266313002998684
"heat" 0 0.00266313002998684
"heels" 0.00367674093683359 0.00213050402398948
"heerd" 0 0.00266313002998684
"hidden" 0 0.00266313002998684
"hired" 0 0.00266313002998684
"hollow" 0.00367674093683359 0.00213050402398948
"honorable" 0 0.00266313002998684
"hookah" 0.018383704684168 0
"horse" 0 0.00266313002998684
"household" 0 0.00266313002998684
"humbly" 0.00735348187366718 0.00159787801799211
"hunt" 0 0.00266313002998684
"hunted" 0 0.00266313002998684
"hush" 0.0110302228105008 0.00106525201199474
"ideas" 0 0.00266313002998684
"identify" 0 0.00266313002998684
"imply" 0 0.00266313002998684
"improving" 0 0.00266313002998684
"impulse" 0 0.00266313002998684
"inclinations" 0 0.00266313002998684
"income" 0 0.00266313002998684
"increased" 0 0.00266313002998684
"indifference" 0 0.00266313002998684
"indignant" 0.00367674093683359 0.00213050402398948
"indignantly" 0.0147069637473344 0.000532626005997369
"infancy" 0 0.00266313002998684
"influences" 0 0.00266313002998684
"inner" 0 0.00266313002998684
"intercourse" 0 0.00266313002998684
"interview" 0 0.00266313002998684
"introduce" 0.00735348187366718 0.00159787801799211
"introduced" 0.00367674093683359 0.00213050402398948
"involved" 0.00367674093683359 0.00213050402398948
"jew" 0 0.00266313002998684
"jo" 0 0.00266313002998684
"kindness" 0 0.00266313002998684
"knitting" 0 0.00266313002998684
"lantern" 0 0.00266313002998684
"latch" 0 0.00266313002998684
"liar" 0 0.00266313002998684
"lifting" 0 0.00266313002998684
"lighter" 0 0.00266313002998684
"limbs" 0.00367674093683359 0.00213050402398948
"linen" 0 0.00266313002998684
"listened" 0.00367674093683359 0.00213050402398948
"loaf" 0 0.00266313002998684
"lodge" 0 0.00266313002998684
"loitering" 0 0.00266313002998684
"lot" 0 0.00266313002998684
"loudly" 0.0110302228105008 0.00106525201199474
"lovely" 0.00735348187366718 0.00159787801799211
"lucky" 0 0.00266313002998684
"mary" 0.0147069637473344 0.000532626005997369
"meantime" 0 0.00266313002998684
"measure" 0.00367674093683359 0.00213050402398948
"mechanically" 0 0.00266313002998684
"member" 0 0.00266313002998684
"merit" 0 0.00266313002998684
"merits" 0 0.00266313002998684
"message" 0 0.00266313002998684
"midnight" 0 0.00266313002998684
"mischief" 0.00367674093683359 0.00213050402398948
"misgiving" 0 0.00266313002998684
"moaned" 0 0.00266313002998684
"momentary" 0 0.00266313002998684
"monster" 0 0.00266313002998684
"moonlight" 0 0.00266313002998684
"mug" 0 0.00266313002998684
"murdered" 0 0.00266313002998684
"necessity" 0 0.00266313002998684
"nevertheless" 0.00367674093683359 0.00213050402398948
"notwithstanding" 0 0.00266313002998684
"obvious" 0 0.00266313002998684
"occasional" 0.00367674093683359 0.00213050402398948
"occupation" 0 0.00266313002998684
"offering" 0 0.00266313002998684
"ornamental" 0 0.00266313002998684
"out-of-the-way" 0.0110302228105008 0.00106525201199474
"overgrown" 0 0.00266313002998684
"owner" 0 0.00266313002998684
"pa" 0 0.00266313002998684
"painted" 0 0.00266313002998684
"panting" 0.00735348187366718 0.00159787801799211
"partickler" 0 0.00266313002998684
"partnership" 0 0.00266313002998684
"parts" 0.00367674093683359 0.00213050402398948
"passionate" 0.00367674093683359 0.00213050402398948
"patches" 0 0.00266313002998684
"pattern" 0.00367674093683359 0.00213050402398948
"paused" 0.00367674093683359 0.00213050402398948
"pausing" 0 0.00266313002998684
"paying" 0 0.00266313002998684
"perplexity" 0 0.00266313002998684
"personage" 0 0.00266313002998684
"picture" 0.00367674093683359 0.00213050402398948
"pirrip" 0 0.00266313002998684
"placing" 0 0.00266313002998684
"portsmouth" 0 0.00266313002998684
"poured" 0.00367674093683359 0.00213050402398948
"powers" 0 0.00266313002998684
"precious" 0.00367674093683359 0.00213050402398948
"preparations" 0 0.00266313002998684
"preparing" 0 0.00266313002998684
"pressing" 0.00367674093683359 0.00213050402398948
"pretend" 0.00367674093683359 0.00213050402398948
"pretending" 0.00367674093683359 0.00213050402398948
"prevent" 0.00367674093683359 0.00213050402398948
"principal" 0 0.00266313002998684
"principally" 0 0.00266313002998684
"printed" 0.00367674093683359 0.00213050402398948
"prizes" 0.018383704684168 0
"profession" 0 0.00266313002998684
"profits" 0 0.00266313002998684
"progress" 0 0.00266313002998684
"promised" 0.00367674093683359 0.00213050402398948
"proof" 0 0.00266313002998684
"prosperity" 0 0.00266313002998684
"prosperous" 0 0.00266313002998684
"provided" 0 0.00266313002998684
"publicly" 0 0.00266313002998684
"pursue" 0 0.00266313002998684
"quarrel" 0.00367674093683359 0.00213050402398948
"race" 0.00735348187366718 0.00159787801799211
"rag" 0 0.00266313002998684
"realization" 0 0.00266313002998684
"reasonable" 0.00367674093683359 0.00213050402398948
"reckless" 0 0.00266313002998684
"recollect" 0 0.00266313002998684
"recommend" 0 0.00266313002998684
"recovery" 0 0.00266313002998684
"red-hot" 0.00367674093683359 0.00213050402398948
"refused" 0.00367674093683359 0.00213050402398948
"region" 0 0.00266313002998684
"regret" 0 0.00266313002998684
"relish" 0 0.00266313002998684
"remains" 0 0.00266313002998684
"remembering" 0.00367674093683359 0.00213050402398948
"remind" 0 0.00266313002998684
"remonstrance" 0 0.00266313002998684
"remove" 0 0.00266313002998684
"rendered" 0 0.00266313002998684
"reserve" 0 0.00266313002998684
"resistance" 0 0.00266313002998684
"rested" 0 0.00266313002998684
"result" 0.00367674093683359 0.00213050402398948
"retort" 0 0.00266313002998684
"revived" 0 0.00266313002998684
"roast" 0.00367674093683359 0.00213050402398948
"rope-walk" 0 0.00266313002998684
"roused" 0 0.00266313002998684
"rude" 0.00735348187366718 0.00159787801799211
"sang" 0.00735348187366718 0.00159787801799211
"scared" 0 0.00266313002998684
"score" 0 0.00266313002998684
"scream" 0.00735348187366718 0.00159787801799211
"screamed" 0.0147069637473344 0.000532626005997369
"screw" 0 0.00266313002998684
"search" 0.00367674093683359 0.00213050402398948
"searching" 0 0.00266313002998684
"season" 0 0.00266313002998684
"secrets" 0 0.00266313002998684
"seeming" 0 0.00266313002998684
"senses" 0 0.00266313002998684
"sensitive" 0 0.00266313002998684
"separately" 0 0.00266313002998684
"series" 0.00367674093683359 0.00213050402398948
"sessions" 0 0.00266313002998684
"setting" 0.00367674093683359 0.00213050402398948
"settling" 0.00367674093683359 0.00213050402398948
"severe" 0 0.00266313002998684
"shaded" 0 0.00266313002998684
"shadows" 0 0.00266313002998684
"shopman" 0 0.00266313002998684
"shortly" 0 0.00266313002998684
"shoved" 0 0.00266313002998684
"shroud" 0 0.00266313002998684
"similarly" 0 0.00266313002998684
"sink" 0.00367674093683359 0.00213050402398948
"sixpence" 0.00367674093683359 0.00213050402398948
"skirts" 0 0.00266313002998684
"sleeves" 0 0.00266313002998684
"slip" 0 0.00266313002998684
"sobbing" 0.0110302228105008 0.00106525201199474
"sore" 0 0.00266313002998684
"sour" 0.00367674093683359 0.00213050402398948
"spectacles" 0.0110302228105008 0.00106525201199474
"spend" 0 0.00266313002998684
"spent" 0 0.00266313002998684
"splashing" 0.00735348187366718 0.00159787801799211
"steamers" 0 0.00266313002998684
"stockings" 0.00367674093683359 0.00213050402398948
"stormy" 0 0.00266313002998684
"strain" 0 0.00266313002998684
"straw" 0 0.00266313002998684
"stroke" 0 0.00266313002998684
"suffer" 0 0.00266313002998684
"suggest" 0 0.00266313002998684
"suitable" 0 0.00266313002998684
"superior" 0 0.00266313002998684
"supported" 0 0.00266313002998684
"surgeon" 0 0.00266313002998684
"surprising" 0 0.00266313002998684
"swam" 0.018383704684168 0
"sweeping" 0 0.00266313002998684
"sweet" 0 0.00266313002998684
"swollen" 0 0.00266313002998684
"tablecloth" 0 0.00266313002998684
"tall" 0 0.00266313002998684
"taller" 0.00735348187366718 0.00159787801799211
"teacups" 0.00735348187366718 0.00159787801799211
"testimony" 0 0.00266313002998684
"thimble" 0.0147069637473344 0.000532626005997369
"thinks" 0 0.00266313002998684
"thoroughly" 0.00735348187366718 0.00159787801799211
"timid" 0.0110302228105008 0.00106525201199474
"tinder" 0 0.00266313002998684
"tis" 0.018383704684168 0
"toes" 0.0110302228105008 0.00106525201199474
"treacle" 0.018383704684168 0
"trembled" 0.00735348187366718 0.00159787801799211
"trials" 0.00367674093683359 0.00213050402398948
"tuesday" 0 0.00266313002998684
"twin" 0 0.00266313002998684
"two-and-thirty" 0 0.00266313002998684
"un" 0 0.00266313002998684
"undertake" 0 0.00266313002998684
"uneasiness" 0 0.00266313002998684
"unimportant" 0.018383704684168 0
"unusual" 0 0.00266313002998684
"unusually" 0.00367674093683359 0.00213050402398948
"upside" 0 0.00266313002998684
"urged" 0 0.00266313002998684
"utter" 0 0.00266313002998684
"uttered" 0 0.00266313002998684
"utterly" 0 0.00266313002998684
"vaguely" 0 0.00266313002998684
"variety" 0 0.00266313002998684
"verses" 0.0147069637473344 0.000532626005997369
"villain" 0 0.00266313002998684
"violence" 0.00367674093683359 0.00213050402398948
"virtue" 0 0.00266313002998684
"visitor" 0 0.00266313002998684
"warmint" 0 0.00266313002998684
"water-side" 0 0.00266313002998684
"wealth" 0 0.00266313002998684
"wept" 0.00367674093683359 0.00213050402398948
"wery" 0 0.00266313002998684
"wicked" 0 0.00266313002998684
"wig" 0.00735348187366718 0.00159787801799211
"wilderness" 0 0.00266313002998684
"winds" 0 0.00266313002998684
"wisdom" 0 0.00266313002998684
"wits" 0.00367674093683359 0.00213050402398948
"worthier" 0 0.00266313002998684
"wound" 0 0.00266313002998684
"wrung" 0 0.00266313002998684
"yielded" 0 0.00266313002998684
"abhorrence" 0 0.00213050402398948
"abide" 0.00367674093683359 0.00159787801799211
"absorbed" 0 0.00213050402398948
"acquired" 0 0.00213050402398948
"acquitted" 0 0.00213050402398948
"acted" 0 0.00213050402398948
"acts" 0 0.00213050402398948
"adapted" 0 0.00213050402398948
"admiring" 0 0.00213050402398948
"admitting" 0 0.00213050402398948
"adoption" 0.00367674093683359 0.00159787801799211
"advanced" 0 0.00213050402398948
